Unnamed: 0,STATE/UT,DISTRICT,Year,Complain,Risk Level
7521,BIHAR,MADHUBANI,2011,wife treated as inferior,Medium
7522,BIHAR,MOTIHARI,2011,husband destroyed wifes clothes,Medium
7523,BIHAR,MUNGER,2011,wife blamed for financial problems,Medium
7524,BIHAR,MUZAFFARPUR,2011,husband restricted wife from driving,Medium
7525,BIHAR,MUZAFFARPUR RLY.,2011,wife ignored during illness,Medium
7526,BIHAR,NALANDA,2011,husband forced intimacy without consent,Medium
7527,BIHAR,NAUGACHIA,2011,wife insulted in front of children,Low
7528,BIHAR,NAWADAH,2011,husband ridiculed wife constantly,Medium
7529,BIHAR,PATNA,2011,wife denied phone use,Medium
7530,BIHAR,PATNA RLY.,2011,husband monitored wifes calls,Medium
7531,BIHAR,PURNEA,2011,wife restricted from meeting friends,Medium
7532,BIHAR,ROHTAS,2011,husband accused wife of laziness,Medium
7533,BIHAR,SAHARSA,2011,wife forced to beg for money,Medium
7534,BIHAR,SAMASTIPUR,2011,husband threatened wife with weapon,Medium
7535,BIHAR,SARAN,2011,wife shouted at daily,Medium
7536,BIHAR,SHEIKHPURA,2011,husband ignored wife intentionally,Medium
7537,BIHAR,SHEOHAR,2011,wife blamed for everything,Medium
7538,BIHAR,SITAMARHI,2011,husband criticized wifes body,Medium
7539,BIHAR,SIWAN,2011,wife threatened to be thrown out,Medium
7540,BIHAR,SUPAUL,2011,husband denied wife food,Medium
7541,BIHAR,VAISHALI,2011,wife controlled financially,Medium
7542,BIHAR,TOTAL,2011,husband forced wife to do hard work,Medium
7543,CHHATTISGARH,BALRAMPUR,2011,wife humiliated for mistakes,Medium
7544,CHHATTISGARH,BILASPUR,2011,husband forced wife to cook while sick,Medium
7545,CHHATTISGARH,BIZAPUR,2011,wife denied rest by husband,Medium
7546,CHHATTISGARH,DANTEWARA,2011,husband insulted wife in front of others,Low
7547,CHHATTISGARH,DHAMTARI,2011,wife restricted from social life,Medium
7548,CHHATTISGARH,DURG,2011,husband checked wifes location,Medium
7549,CHHATTISGARH,GARIYABAND,2011,wife excluded from celebrations,Medium
7550,CHHATTISGARH,GRP RAIPUR,2011,husband used abusive language,Medium
7551,CHHATTISGARH,JAGDALPUR,2011,wife denied basic needs,Medium
7552,CHHATTISGARH,JANJGIR,2011,husband insulted wifes dress,Low
7553,CHHATTISGARH,JASHPUR,2011,wife blamed for husbands anger,Medium
7554,CHHATTISGARH,KABIRDHAM,2011,husband restricted wifes movements,Medium
7555,CHHATTISGARH,KANKER,2011,wife threatened to be abandoned,Medium
7556,CHHATTISGARH,KORBA,2011,husband accused wife without proof,Medium
7557,CHHATTISGARH,KORIYA,2011,wife forced to obey in silence,Medium
7558,CHHATTISGARH,MAHASAMUND,2011,husband pushed wife harshly,Low
7559,CHHATTISGARH,NARAYANPUR,2011,wife forced to live in fear,Medium
7560,CHHATTISGARH,RAIGARH,2011,husband cursed wife daily,Medium
7561,CHHATTISGARH,RAIPUR,2011,wife humiliated during argument,Low
7562,CHHATTISGARH,RAJNANDGAON,2011,husband ignored wifes opinions,Medium
7563,CHHATTISGARH,SARGUJA,2011,wife blamed for household problems,Medium
7564,CHHATTISGARH,SURAJPUR,2011,husband accused wife of disrespect,Medium
7565,CHHATTISGARH,TOTAL,2011,wife forced to leave family events,Medium
7566,GOA,NORTH GOA,2011,husband insulted wife in front of guests,Low
7567,GOA,SOUTH GOA,2011,wife denied right to speak,Medium
7568,GOA,TOTAL,2011,husband forced wife to sign papers,Medium
7569,GUJARAT,AHMEDABAD COMMR.,2011,wife criticized unfairly,Medium
7570,GUJARAT,AHMEDABAD RURAL,2011,husband made wife beg for money,Medium
7571,GUJARAT,AHWA-DANG,2011,wife denied freedom of speech,Medium
7572,GUJARAT,AMRELI,2011,husband ignored wifes feelings,Medium
7573,GUJARAT,ANAND,2011,wife excluded from financial matters,Medium
7574,GUJARAT,BHARUCH,2011,husband ridiculed wife in public,Medium
7575,GUJARAT,BHAVNAGAR,2011,wife forced to wake early daily,Medium
7576,GUJARAT,CID CRIME,2011,husband insulted wife repeatedly,Low
7577,GUJARAT,DAHOD,2011,wife denied personal time,Medium
7578,GUJARAT,GANDHINAGAR,2011,husband restricted wifes bank account,Medium
7579,GUJARAT,HIMATNAGAR,2011,wife silenced by threats,Medium
7580,GUJARAT,JAMNAGAR,2011,husband insulted wifes relatives,Low
7581,GUJARAT,JUNAGADH,2011,wife treated without respect,Medium
7582,GUJARAT,KHEDA NORTH,2011,husband controlled wifes daily life,Medium
7583,GUJARAT,KUTCH (EAST(G)),2011,wife humiliated in front of relatives,Medium
7584,GUJARAT,KUTCH (WEST-BHUJ),2011,husband destroyed wifes belongings in anger,Medium
7585,GUJARAT,MEHSANA,2011,wife forced to accept blame,Medium
7586,GUJARAT,NARMADA,2011,husband insulted wife in front of neighbors,Low
7587,GUJARAT,NAVSARI,2011,wife denied her own money,Medium
7588,GUJARAT,PALANPUR,2011,husband insulted wifes cooking,Low
7589,GUJARAT,PANCHMAHAL,2011,wife controlled through fear,Medium
7590,GUJARAT,PATAN,2011,husband restricted wifes outings,Medium
7591,GUJARAT,PORBANDAR,2011,wife denied right to study,Medium
7592,GUJARAT,RAJKOT COMMR.,2011,husband accused wife of betrayal,Medium
7593,GUJARAT,RAJKOT RURAL,2011,wife insulted in front of friends,Low
7594,GUJARAT,SURAT COMMR.,2011,husband insulted wife during gatherings,Low
7595,GUJARAT,SURAT RURAL,2011,wife forced to remain silent,Medium
7596,GUJARAT,SURENDRANAGAR,2011,husband threatened wife with divorce constantly,Medium
7597,GUJARAT,TAPI,2011,wife denied her salary,Medium
7598,GUJARAT,VADODARA COMMR.,2011,husband ignored wife during pregnancy,Medium
7599,GUJARAT,VADODARA RURAL,2011,wife forced to stay at home,Medium
7600,GUJARAT,VALSAD,2011,husband insulted wifes body shape,Low
7601,GUJARAT,W.RLY AHMEDABAD,2011,wife accused without reason daily,Medium
7602,GUJARAT,W.RLY VADODARA,2011,husband forced wife to obey commands,Medium
7603,GUJARAT,TOTAL,2011,wife humiliated in public events,Medium
7604,HARYANA,AMBALA,2011,husband shouted at wife daily,Medium
7605,HARYANA,BHIWANI,2011,wife denied access to health care,Medium
7606,HARYANA,FARIDABAD,2011,husband criticized wife harshly,Medium
7607,HARYANA,FATEHABAD,2011,wife blamed for husbands failures,Medium
7608,HARYANA,GRP,2011,husband insulted wife in social media,Low
7609,HARYANA,GURGAON,2011,wife forced to give up work,Medium
7610,HARYANA,HISSAR,2011,husband denied wifes needs,Medium
7611,HARYANA,JHAJJAR,2011,wife threatened with separation,Medium
7612,HARYANA,JIND,2011,husband insulted wife during arguments,Low
7613,HARYANA,KAITHAL,2011,wife silenced by force,Medium
7614,HARYANA,KARNAL,2011,husband insulted wife repeatedly in front of family,Low
7615,HARYANA,KURUKSHETRA,2011,wife denied any support,Medium
7616,HARYANA,MAHENDRAGARH,2011,husband controlled wifes conversations,Medium
7617,HARYANA,MEWAT,2011,wife forced to follow orders,Medium
7618,HARYANA,PALWAL,2011,husband insulted wife in front of children,Low
7619,HARYANA,PANCHKULA,2011,wife excluded from family outings,Medium
7620,HARYANA,PANIPAT,2011,husband denied wife medical help,Medium
7621,HARYANA,REWARI,2011,wife forced into silence by threats,Medium
7622,HARYANA,ROHTAK,2011,husband ridiculed wifes intelligence,Medium
7623,HARYANA,SIRSA,2011,wife treated like property,Medium
7624,HARYANA,SONIPAT,2011,husband insulted wife regularly,Low
7625,HARYANA,YAMUNANAGAR,2011,wife forced to give money daily,Medium
7626,HARYANA,TOTAL,2011,husband ignored wifes emotions,Medium
7627,HIMACHAL PRADESH,BADDIPOLICEDIST,2011,wife denied her opinion in decisions,Medium
7628,HIMACHAL PRADESH,BILASPUR,2011,husband humiliated wife in front of guests,Medium
7629,HIMACHAL PRADESH,CHAMBA,2011,wife excluded from home decisions,Medium
7630,HIMACHAL PRADESH,CID,2011,husband insulted wifes education,Low
7631,HIMACHAL PRADESH,G.R.P.,2011,wife denied freedom of movement,Medium
7632,HIMACHAL PRADESH,HAMIRPUR,2011,husband insulted wife during celebrations,Low
7633,HIMACHAL PRADESH,KANGRA,2011,wife forced to accept insults,Medium
7634,HIMACHAL PRADESH,KINNAUR,2011,husband insulted wife during meals,Low
7635,HIMACHAL PRADESH,KULLU,2011,wife excluded from holidays,Medium
7636,HIMACHAL PRADESH,LAHAUL-SPITI,2011,husband insulted wifes work,Low
7637,HIMACHAL PRADESH,MANDI,2011,wife treated with constant disrespect,Medium
7638,HIMACHAL PRADESH,SHIMLA,2011,husband insulted wife when angry,Low
7639,HIMACHAL PRADESH,SIRMAUR,2011,wife denied rest and peace,Medium
7640,HIMACHAL PRADESH,SOLAN,2011,husband insulted wife without reason,Low
7641,HIMACHAL PRADESH,UNA,2011,wife excluded from social gatherings,Medium
7642,HIMACHAL PRADESH,TOTAL,2011,husband ridiculed wifes efforts,Medium
7643,JAMMU & KASHMIR,ANANTNAG,2011,wife insulted for mistakes,Low
7644,JAMMU & KASHMIR,AWANTIPORA,2011,husband insulted wife when drinking,Low
7645,JAMMU & KASHMIR,BANDIPORA,2011,wife denied comfort at home,Medium
7646,JAMMU & KASHMIR,BARAMULLA,2011,husband insulted wife in community,Low
7647,JAMMU & KASHMIR,BUDGAM,2011,wife excluded from choices,Medium
7648,JAMMU & KASHMIR,CRIME JAMMU,2011,husband insulted wifes dress daily,Low
7649,JAMMU & KASHMIR,CRIME SRINAGAR,2011,wife insulted during arguments,Low
7650,JAMMU & KASHMIR,DODA,2011,husband insulted wifes opinions,Low
7651,JAMMU & KASHMIR,GANDERBAL,2011,wife treated like a burden,Medium
7652,JAMMU & KASHMIR,HANDWARA,2011,husband insulted wife in front of friends,Low
7653,JAMMU & KASHMIR,JAMMU,2011,wife denied happiness,Medium
7654,JAMMU & KASHMIR,KARGIL,2011,husband insulted wife publicly,Low
7655,JAMMU & KASHMIR,KATHUA,2011,wife insulted during celebrations,Low
7656,JAMMU & KASHMIR,KISHTWAR,2011,husband insulted wife constantly,Low
7657,JAMMU & KASHMIR,KULGAM,2011,wife excluded from important matters,Medium
7658,JAMMU & KASHMIR,KUPWARA,2011,husband insulted wife with harsh words,Low
7659,JAMMU & KASHMIR,LEH,2011,wife insulted daily,Low
7660,JAMMU & KASHMIR,POONCH,2011,husband insulted wife over small issues,Low
7661,JAMMU & KASHMIR,PULWAMA,2011,wife insulted in private,Low
7662,JAMMU & KASHMIR,RAILWAYS JAMMU,2011,husband insulted wife in gatherings,Low
7663,JAMMU & KASHMIR,RAILWAYS KASHMIR,2011,wife insulted repeatedly,Low
7664,JAMMU & KASHMIR,RAJOURI,2011,husband insulted wife at home,Low
7665,JAMMU & KASHMIR,RAMBAN,2011,wife insulted unfairly,Low
7666,JAMMU & KASHMIR,REASI,2011,husband insulted wife cruelly,Low
7667,JAMMU & KASHMIR,SAMBA,2011,wife insulted harshly,Low
7668,JAMMU & KASHMIR,SHOPIAN,2011,husband insulted wife again and again,Low
7669,JAMMU & KASHMIR,SOPORE,2011,wife insulted continuously,Low
7670,JAMMU & KASHMIR,SRINAGAR,2011,husband insulted wife endlessly,Low
7671,JAMMU & KASHMIR,UDHAMPUR,2011,husband shouted at wife without reason,Medium
7672,JAMMU & KASHMIR,TOTAL,2011,wife denied financial independence,Medium
7673,JHARKHAND,BOKARO,2011,husband insulted wifes family background,Low
7674,JHARKHAND,CHAIBASA,2011,wife humiliated during social visit,Medium
7675,JHARKHAND,CHATRA,2011,husband forced wife to apologize always,Medium
7676,JHARKHAND,DEOGHAR,2011,wife denied her own savings,Medium
7677,JHARKHAND,DHANBAD,2011,husband insulted wife in front of relatives,Low
7678,JHARKHAND,DHANBAD RLY.,2011,wife forced to give dowry,Medium
7679,JHARKHAND,DUMKA,2011,husband insulted wifes parents,Low
7680,JHARKHAND,GARHWA,2011,wife controlled through constant criticism,Medium
7681,JHARKHAND,GIRIDIH,2011,husband ignored wifes needs,Medium
7682,JHARKHAND,GODDA,2011,wife excluded from property matters,Medium
7683,JHARKHAND,GUMLA,2011,husband ridiculed wifes decisions,Medium
7684,JHARKHAND,HAZARIBAGH,2011,wife denied chance to speak in meetings,Medium
7685,JHARKHAND,JAMSHEDPUR,2011,husband shouted at wife during meals,Medium
7686,JHARKHAND,JAMSHEDPUR RLY.,2011,wife forced to handle all housework alone,Medium
7687,JHARKHAND,JAMTARA,2011,husband insulted wife in front of neighbors,Low
7688,JHARKHAND,KHUNTI,2011,wife silenced when asking questions,Medium
7689,JHARKHAND,KODERMA,2011,husband insulted wife repeatedly about money,Low
7690,JHARKHAND,LATEHAR,2011,wife denied support during pregnancy,Medium
7691,JHARKHAND,LOHARDAGGA,2011,husband insulted wife about her looks,Low
7692,JHARKHAND,PAKUR,2011,wife excluded from family functions,Medium
7693,JHARKHAND,PALAMU,2011,husband controlled wifes earnings,Medium
7694,JHARKHAND,RAMGARH,2011,wife humiliated over small mistakes,Medium
7695,JHARKHAND,RANCHI,2011,husband insulted wife about her clothes,Low
7696,JHARKHAND,SAHEBGANJ,2011,wife excluded from discussions,Medium
7697,JHARKHAND,SARAIKELA,2011,husband ridiculed wife in front of friends,Medium
7698,JHARKHAND,SIMDEGA,2011,wife silenced by constant shouting,Medium
7699,JHARKHAND,TOTAL,2011,husband insulted wifes cooking daily,Low
7700,KARNATAKA,BAGALKOT,2011,wife denied her own choices,Medium
7701,KARNATAKA,BANGALORE COMMR.,2011,husband insulted wifes education level,Low
7702,KARNATAKA,BANGALORE RURAL,2011,wife humiliated in public gatherings,Medium
7703,KARNATAKA,BELGAUM,2011,husband forced wife to leave friends,Medium
7704,KARNATAKA,BELLARY,2011,wife denied emotional support,Medium
7705,KARNATAKA,BIDAR,2011,husband insulted wife without any cause,Low
7706,KARNATAKA,BIJAPUR,2011,wife excluded from social circles,Medium
7707,KARNATAKA,CBPURA,2011,husband insulted wife for not obeying,Low
7708,KARNATAKA,CHAMARAJNAGAR,2011,wife silenced in every argument,Low
7709,KARNATAKA,CHICKMAGALUR,2011,husband insulted wife harshly at home,Low
7710,KARNATAKA,CHITRADURGA,2011,wife denied respect from husband,Medium
7711,KARNATAKA,DAKSHIN KANNADA,2011,husband insulted wife during festivals,Low
7712,KARNATAKA,DAVANAGERE,2011,wife humiliated in front of husbands family,Medium
7713,KARNATAKA,DHARWAD COMMR.,2011,husband insulted wifes personality,Low
7714,KARNATAKA,DHARWAD RURAL,2011,wife excluded from conversations,Medium
7715,KARNATAKA,GADAG,2011,husband insulted wife constantly at work events,Low
7716,KARNATAKA,GULBARGA,2011,wife denied her happiness,Medium
7717,KARNATAKA,HASSAN,2011,husband insulted wife in front of children,Low
7718,KARNATAKA,HAVERI,2011,wife treated like property by husband,Medium
7719,KARNATAKA,K.G.F.,2011,husband insulted wifes hairstyle,Low
7720,KARNATAKA,KODAGU,2011,wife denied peace at home,Medium
7721,KARNATAKA,KOLAR,2011,husband insulted wife in community events,Low
7722,KARNATAKA,KOPPAL,2011,wife forced to accept insults silently,Medium
7723,KARNATAKA,MANDYA,2011,husband insulted wife when drunk,Low
7724,KARNATAKA,MANGALORE CITY,2011,wife excluded from financial decisions,Medium
7725,KARNATAKA,MYSORE COMMR.,2011,husband insulted wife every day,Low
7726,KARNATAKA,MYSORE RURAL,2011,wife denied her right to relax,Medium
7727,KARNATAKA,RAICHUR,2011,husband insulted wife in gatherings daily,Low
7728,KARNATAKA,RAILWAYS,2011,wife humiliated during ceremonies,Medium
7729,KARNATAKA,RAMANAGAR,2011,husband insulted wifes intelligence,Low
7730,KARNATAKA,SHIMOGA,2011,wife excluded from joyful events,Medium
7731,KARNATAKA,TUMKUR,2011,husband insulted wife cruelly in front of others,Low
7732,KARNATAKA,UDUPI,2011,wife denied fair treatment,Medium
7733,KARNATAKA,UTTAR KANNADA,2011,husband insulted wife again and again,Low
7734,KARNATAKA,YADGIRI,2011,wife silenced with harsh words,Medium
7735,KARNATAKA,TOTAL,2011,husband insulted wife endlessly,Low
7736,KERALA,ALAPUZHA,2011,wife insulted unfairly by husband,Low
7737,KERALA,ERNAKULAM COMMR.,2011,husband insulted wife with cruel remarks,Low
7738,KERALA,ERNAKULAM RURAL,2011,wife excluded from family outings often,Medium
7739,KERALA,IDUKKI,2011,husband insulted wife bitterly,Low
7740,KERALA,KANNUR,2011,wife treated with contempt by husband,Medium
7741,KERALA,KASARGOD,2011,husband insulted wife during meals regularly,Low
7742,KERALA,KOLLAM COMMR.,2011,wife humiliated in private,Medium
7743,KERALA,KOLLAM RURAL,2011,husband insulted wife when angry daily,Low
7744,KERALA,KOTTAYAM,2011,wife excluded from decision making always,Medium
7745,KERALA,KOZHIKODE COMMR.,2011,husband insulted wife over small issues daily,Low
7746,KERALA,KOZHIKODE RURAL,2011,wife silenced in private arguments,Low
7747,KERALA,MALAPPURAM,2011,husband insulted wife in front of guests daily,Low
7748,KERALA,PALAKKAD,2011,wife humiliated harshly,Medium
7749,KERALA,PATHANAMTHITTA,2011,husband insulted wife continuously,Low
7750,KERALA,RAILWAYS,2011,wife denied comfort in marriage,Medium
7751,KERALA,THRISSUR COMMR.,2011,husband insulted wifes appearance regularly,Low
7752,KERALA,THRISSUR RURAL,2011,wife excluded from happy moments,Medium
7753,KERALA,TRIVANDRUM COMMR.,2011,husband insulted wife frequently at home,Low
7754,KERALA,TRIVANDRUM RURAL,2011,wife humiliated during discussions,Medium
7755,KERALA,WAYANADU,2011,husband insulted wife harshly daily,Low
7756,KERALA,TOTAL,2011,wife excluded from choices in family life,Medium
7757,MADHYA PRADESH,ALIRAJPUR,2011,husband insulted wife with loud shouting,Low
7758,MADHYA PRADESH,ANUPPUR,2011,wife humiliated in gatherings daily,Medium
7759,MADHYA PRADESH,ASHOK NAGAR,2011,husband insulted wife cruelly at events,Low
7760,MADHYA PRADESH,BALAGHAT,2011,wife excluded from celebrations always,Medium
7761,MADHYA PRADESH,BARWANI,2011,husband insulted wife bitterly at home,Low
7762,MADHYA PRADESH,BETUL,2011,wife humiliated with constant yelling,Medium
7763,MADHYA PRADESH,BHIND,2011,husband insulted wife harshly at functions,Low
7764,MADHYA PRADESH,BHOPAL,2011,wife denied her rest constantly,Medium
7765,MADHYA PRADESH,BHOPAL RLY.,2011,husband insulted wife mercilessly,Low
7766,MADHYA PRADESH,BURHANPUR,2011,wife excluded from home decisions always,Medium
7767,MADHYA PRADESH,CHHATARPUR,2011,husband insulted wife severely,Low
7768,MADHYA PRADESH,CHHINDWARA,2011,wife humiliated in family dinners,Medium
7769,MADHYA PRADESH,DAMOH,2011,husband insulted wife repeatedly in public,Low
7770,MADHYA PRADESH,DATIYA,2011,wife denied kindness from husband,Medium
7771,MADHYA PRADESH,DEWAS,2011,husband insulted wife harshly in front of kids,Low
7772,MADHYA PRADESH,DHAR,2011,wife excluded from outings often,Medium
7773,MADHYA PRADESH,DINDORI,2011,husband insulted wife daily in community,Low
7774,MADHYA PRADESH,GUNA,2011,wife humiliated at neighborhood events,Medium
7775,MADHYA PRADESH,GWALIOR,2011,husband insulted wife unfairly every day,Low
7776,MADHYA PRADESH,HARDA,2011,wife excluded from important talks,Medium
7777,MADHYA PRADESH,HOSHANGABAD,2011,husband insulted wife brutally,Low
7778,MADHYA PRADESH,INDORE,2011,wife humiliated in front of in-laws constantly,Medium
7779,MADHYA PRADESH,INDORE RLY.,2011,husband insulted wife violently with words,Low
7780,MADHYA PRADESH,JABALPUR,2011,wife excluded from gatherings repeatedly,Medium
7781,MADHYA PRADESH,JABALPUR RLY.,2011,husband insulted wife savagely,Low
7782,MADHYA PRADESH,JHABUA,2011,wife humiliated with strong insults,Medium
7783,MADHYA PRADESH,KATNI,2011,husband insulted wife with anger always,Low
7784,MADHYA PRADESH,KHANDWA,2011,wife excluded from social occasions,Medium
7785,MADHYA PRADESH,KHARGON,2011,husband insulted wife repeatedly at meals,Low
7786,MADHYA PRADESH,MANDLA,2011,wife humiliated endlessly,Medium
7787,MADHYA PRADESH,MANDSAUR,2011,husband insulted wife with cruel words daily,Low
7788,MADHYA PRADESH,MORENA,2011,wife excluded from family decisions regularly,Medium
7789,MADHYA PRADESH,NARSINGHPUR,2011,husband insulted wife daily at home,Low
7790,MADHYA PRADESH,NEEMUCH,2011,wife humiliated in public constantly,Medium
7791,MADHYA PRADESH,PANNA,2011,husband insulted wife unfairly in private,Low
7792,MADHYA PRADESH,RAISEN,2011,wife excluded from joyful times,Medium
7793,MADHYA PRADESH,RAJGARH,2011,husband insulted wife harshly every day,Low
7794,MADHYA PRADESH,RATLAM,2011,wife humiliated repeatedly at functions,Medium
7795,MADHYA PRADESH,REWA,2011,husband insulted wife during events daily,Low
7796,MADHYA PRADESH,SAGAR,2011,wife denied freedom of opinion,Medium
7797,MADHYA PRADESH,SATNA,2011,husband insulted wife endlessly at gatherings,Low
7798,MADHYA PRADESH,SEONI,2011,wife humiliated in front of neighbors daily,Medium
7799,MADHYA PRADESH,SHAHDOL,2011,husband insulted wife with insults daily,Low
7800,MADHYA PRADESH,SHAJAPUR,2011,wife excluded from choices constantly,Medium
7801,MADHYA PRADESH,SHEOPUR,2011,husband insulted wife every morning,Low
7802,MADHYA PRADESH,SHIVPURI,2011,wife humiliated at breakfast,Medium
7803,MADHYA PRADESH,SIDHI,2011,husband insulted wife before sleeping,Low
7804,MADHYA PRADESH,SIHORE,2011,wife excluded from evening talks,Medium
7805,MADHYA PRADESH,SINGRAULI,2011,husband insulted wife during arguments constantly,Low
7806,MADHYA PRADESH,TIKAMGARH,2011,wife humiliated with unfair words,Medium
7807,MADHYA PRADESH,UJJAIN,2011,husband insulted wife harshly in front of friends,Low
7808,MADHYA PRADESH,UMARIYA,2011,wife excluded from personal choices,Medium
7809,MADHYA PRADESH,VIDISHA,2011,husband insulted wife daily in gatherings,Low
7810,MADHYA PRADESH,TOTAL,2011,wife humiliated without reason,Medium
7811,MAHARASHTRA,AHMEDNAGAR,2011,husband insulted wife cruelly at home,Low
7812,MAHARASHTRA,AKOLA,2011,wife excluded from family planning,Medium
7813,MAHARASHTRA,AMRAVATI COMMR.,2011,husband insulted wife with abusive words,Low
7814,MAHARASHTRA,AMRAVATI RURAL,2011,wife humiliated constantly in public,Medium
7815,MAHARASHTRA,AURANGABAD COMMR.,2011,husband insulted wife again during meals,Low
7816,MAHARASHTRA,AURANGABAD RURAL,2011,wife excluded from decisions in home matters,Medium
7817,MAHARASHTRA,BEED,2011,husband insulted wife daily in private,Low
7818,MAHARASHTRA,BHANDARA,2011,wife humiliated harshly every day,Medium
7819,MAHARASHTRA,BULDHANA,2011,husband insulted wife mercilessly in public,Low
7820,MAHARASHTRA,CHANDRAPUR,2011,wife excluded from respect at home,Medium
7821,MAHARASHTRA,DHULE,2011,husband insulted wife cruelly every day,Low
7822,MAHARASHTRA,GADCHIROLI,2011,wife humiliated in front of relatives daily,Medium
7823,MAHARASHTRA,GONDIA,2011,husband insulted wife harshly in gatherings,Low
7824,MAHARASHTRA,HINGOLI,2011,wife excluded from happiness daily,Medium
7825,MAHARASHTRA,JALGAON,2011,husband insulted wife in front of guests always,Low
7826,MAHARASHTRA,JALNA,2011,wife humiliated again and again,Medium
7827,MAHARASHTRA,KOLHAPUR,2011,husband insulted wife endlessly in events,Low
7828,MAHARASHTRA,LATUR,2011,wife excluded from family life,Medium
7829,MAHARASHTRA,MUMBAI COMMR.,2011,husband insulted wife every evening,Low
7830,MAHARASHTRA,MUMBAI RLY.,2011,wife humiliated during conversations daily,Medium
7831,MAHARASHTRA,NAGPUR COMMR.,2011,husband insulted wife in cruel ways constantly,Low
7832,MAHARASHTRA,NAGPUR RLY.,2011,wife excluded from her own decisions,Medium
7833,MAHARASHTRA,NAGPUR RURAL,2011,husband insulted wife harshly every night,Low
7834,MAHARASHTRA,NANDED,2011,wife humiliated unfairly each day,Medium
7835,MAHARASHTRA,NANDURBAR,2011,husband insulted wife in front of children always,Low
7836,MAHARASHTRA,NASIK COMMR.,2011,wife excluded from speaking in gatherings,Medium
7837,MAHARASHTRA,NASIK RURAL,2011,husband insulted wife in public cruelly,Low
7838,MAHARASHTRA,NAVI MUMBAI,2011,wife humiliated daily without reason,Medium
7839,MAHARASHTRA,OSMANABAD,2011,husband insulted wife brutally at events,Low
7840,MAHARASHTRA,PARBHANI,2011,wife excluded from every decision,Medium
7841,MAHARASHTRA,PUNE COMMR.,2011,husband insulted wife again harshly,Low
7842,MAHARASHTRA,PUNE RLY.,2011,wife humiliated continuously daily,Medium
7843,MAHARASHTRA,PUNE RURAL,2011,husband insulted wife cruelly at home every day,Low
7844,MAHARASHTRA,RAIGAD,2011,wife excluded from freedom always,Medium
7845,MAHARASHTRA,RATNAGIRI,2011,husband insulted wife unfairly at meals,Low
7846,MAHARASHTRA,SANGLI,2011,wife humiliated endlessly at gatherings,Medium
7847,MAHARASHTRA,SATARA,2011,husband insulted wife daily with anger,Low
7848,MAHARASHTRA,SINDHUDURG,2011,wife excluded from respect in family,Medium
7849,MAHARASHTRA,SOLAPUR COMMR.,2011,husband insulted wife harshly in public,Low
7850,MAHARASHTRA,SOLAPUR RURAL,2011,wife humiliated without mercy daily,Medium
7851,MAHARASHTRA,THANE COMMR.,2011,husband shouted at wife during dinner,Medium
7852,MAHARASHTRA,THANE RURAL,2011,wife denied her personal freedom,Medium
7853,MAHARASHTRA,WARDHA,2011,husband insulted wife about her friends,Low
7854,MAHARASHTRA,WASHIM,2011,wife humiliated in front of husbands coworkers,Medium
7855,MAHARASHTRA,YAVATMAL,2011,husband insulted wife about her family often,Low
7856,MAHARASHTRA,TOTAL,2011,wife forced to stay silent in arguments,Low
7857,MANIPUR,BISHNUPUR,2011,husband insulted wife about her age,Low
7858,MANIPUR,CHANDEL,2011,wife denied support when sick,Medium
7859,MANIPUR,CHURACHANDPUR,2011,husband insulted wife for not cooking properly,Low
7860,MANIPUR,CID,2011,wife excluded from planning family events,Medium
7861,MANIPUR,IMPHAL EAST,2011,husband insulted wife about her income,Low
7862,MANIPUR,IMPHAL WEST,2011,wife humiliated at religious gathering,Medium
7863,MANIPUR,SENAPATI,2011,husband insulted wife in front of strangers,Low
7864,MANIPUR,TAMENGLONG,2011,wife denied her savings by husband,Medium
7865,MANIPUR,THOUBAL,2011,husband insulted wife for small mistakes,Low
7866,MANIPUR,UKHRUL,2011,wife excluded from decisions about children,Medium
7867,MANIPUR,TOTAL,2011,husband insulted wife during phone calls,Low
7868,MEGHALAYA,GARO HILLS EAST,2011,wife humiliated in front of relatives often,Medium
7869,MEGHALAYA,GARO HILLS SOUTH,2011,husband insulted wife about her health,Low
7870,MEGHALAYA,GARO HILLS WEST,2011,wife denied emotional support constantly,Medium
7871,MEGHALAYA,JAINTIA HILLS,2011,husband insulted wife during travel,Low
7872,MEGHALAYA,KHASI HILLS EAST,2011,wife excluded from vacations,Medium
7873,MEGHALAYA,KHASI HILLS WEST,2011,husband insulted wife for not cleaning,Low
7874,MEGHALAYA,RI-BHOI,2011,wife humiliated in front of family constantly,Medium
7875,MEGHALAYA,TOTAL,2011,husband insulted wife for forgetting things,Low
7876,MIZORAM,AIZAWL,2011,wife denied her own money,Medium
7877,MIZORAM,CHAMPHAI,2011,husband insulted wife about her weight,Low
7878,MIZORAM,KOLASIB,2011,wife excluded from celebrations regularly,Medium
7879,MIZORAM,LAWNGTLAI,2011,husband insulted wife cruelly in the morning,Low
7880,MIZORAM,LUNGLEI,2011,wife humiliated during parties,Medium
7881,MIZORAM,MAMIT,2011,husband insulted wife before neighbors,Low
7882,MIZORAM,SAIHA,2011,wife excluded from property discussions,Medium
7883,MIZORAM,SERCHHIP,2011,husband insulted wife about her habits,Low
7884,MIZORAM,TOTAL,2011,wife denied chance to speak freely,Medium
7885,NAGALAND,DIMAPUR,2011,husband insulted wife in daily life,Low
